Population Size,Mutation Rate,Generations,Cmax,percentage
300,0.5,2000,159,-0.07432432432432433
50,0.1,500,169,-0.03048780487804878
50,0.1,1000,169,-0.03048780487804878
50,0.1,1500,169,-0.03048780487804878
50,0.1,2000,169,-0.03048780487804878
50,0.2,500,169,-0.03048780487804878
50,0.2,1000,169,-0.03048780487804878
50,0.2,1500,169,-0.03048780487804878
50,0.2,2000,169,-0.03048780487804878
50,0.3,500,169,-0.03048780487804878
50,0.3,1000,169,-0.03048780487804878
50,0.3,1500,167,-0.018292682926829267
50,0.3,2000,167,-0.018292682926829267
50,0.4,500,167,-0.018292682926829267
50,0.4,1000,166,-0.012195121951219513
50,0.4,1500,166,-0.012195121951219513
50,0.4,2000,166,-0.012195121951219513
50,0.5,500,169,-0.03048780487804878
50,0.5,1000,166,-0.012195121951219513
50,0.5,1500,166,-0.012195121951219513
50,0.5,2000,165,-0.006097560975609756
100,0.1,500,169,-0.03048780487804878
100,0.1,1000,168,-0.024390243902439025
100,0.1,1500,169,-0.03048780487804878
100,0.1,2000,169,-0.03048780487804878
100,0.2,500,169,-0.03048780487804878
100,0.2,1000,167,-0.018292682926829267
100,0.2,1500,168,-0.024390243902439025
100,0.2,2000,167,-0.018292682926829267
100,0.3,500,169,-0.03048780487804878
100,0.3,1000,166,-0.012195121951219513
100,0.3,1500,166,-0.012195121951219513
100,0.3,2000,165,-0.006097560975609756
100,0.4,500,167,-0.018292682926829267
100,0.4,1000,166,-0.012195121951219513
100,0.4,1500,166,-0.012195121951219513
100,0.4,2000,165,-0.006097560975609756
100,0.5,500,166,-0.012195121951219513
100,0.5,1000,166,-0.012195121951219513
100,0.5,1500,166,-0.012195121951219513
100,0.5,2000,166,-0.012195121951219513
200,0.1,500,169,-0.03048780487804878
200,0.1,1000,169,-0.03048780487804878
200,0.1,1500,169,-0.03048780487804878
200,0.1,2000,169,-0.03048780487804878
200,0.2,500,169,-0.03048780487804878
200,0.2,1000,168,-0.024390243902439025
200,0.2,1500,169,-0.03048780487804878
200,0.2,2000,166,-0.012195121951219513
200,0.3,500,166,-0.012195121951219513
200,0.3,1000,166,-0.012195121951219513
200,0.3,1500,166,-0.012195121951219513
200,0.3,2000,165,-0.006097560975609756
200,0.4,500,166,-0.012195121951219513
200,0.4,1000,166,-0.012195121951219513
200,0.4,1500,165,-0.006097560975609756
200,0.4,2000,166,-0.012195121951219513
200,0.5,500,165,-0.006097560975609756
200,0.5,1000,166,-0.012195121951219513
200,0.5,1500,165,-0.006097560975609756
200,0.5,2000,165,-0.006097560975609756
300,0.1,500,167,-0.018292682926829267
300,0.1,1000,169,-0.03048780487804878
300,0.1,1500,169,-0.03048780487804878
300,0.1,2000,167,-0.018292682926829267
300,0.2,500,168,-0.024390243902439025
300,0.2,1000,167,-0.018292682926829267
300,0.2,1500,166,-0.012195121951219513
300,0.2,2000,167,-0.018292682926829267
300,0.3,500,165,-0.006097560975609756
300,0.3,1000,165,-0.006097560975609756
300,0.3,1500,167,-0.018292682926829267
300,0.3,2000,166,-0.012195121951219513
300,0.4,500,166,-0.012195121951219513
300,0.4,1000,165,-0.006097560975609756
300,0.4,1500,164,0.0
300,0.4,2000,166,-0.012195121951219513
300,0.5,500,166,-0.012195121951219513
300,0.5,1000,166,-0.012195121951219513
300,0.5,1500,163,0.006097560975609756
300,0.5,2000,165,-0.006097560975609756
50,0.1,500,164,-0.0379746835443038
50,0.1,1000,161,-0.0189873417721519
50,0.1,1500,170,-0.0759493670886076
50,0.1,2000,163,-0.03164556962025317
50,0.2,500,169,-0.06962025316455696
50,0.2,1000,169,-0.06962025316455696
50,0.2,1500,167,-0.056962025316455694
50,0.2,2000,167,-0.056962025316455694
50,0.3,500,164,-0.0379746835443038
50,0.3,1000,164,-0.0379746835443038
50,0.3,1500,167,-0.056962025316455694
50,0.3,2000,166,-0.05063291139240506
50,0.4,500,166,-0.05063291139240506
50,0.4,1000,164,-0.0379746835443038
50,0.4,1500,161,-0.0189873417721519
50,0.4,2000,162,-0.02531645569620253
50,0.5,500,162,-0.02531645569620253
50,0.5,1000,161,-0.0189873417721519
50,0.5,1500,162,-0.02531645569620253
50,0.5,2000,160,-0.012658227848101266
100,0.1,500,166,-0.05063291139240506
100,0.1,1000,165,-0.04430379746835443
100,0.1,1500,166,-0.05063291139240506
100,0.1,2000,164,-0.0379746835443038
100,0.2,500,166,-0.05063291139240506
100,0.2,1000,168,-0.06329113924050633
100,0.2,1500,163,-0.03164556962025317
100,0.2,2000,167,-0.056962025316455694
100,0.3,500,166,-0.05063291139240506
100,0.3,1000,161,-0.0189873417721519
100,0.3,1500,161,-0.0189873417721519
100,0.3,2000,164,-0.0379746835443038
100,0.4,500,161,-0.0189873417721519
100,0.4,1000,161,-0.0189873417721519
100,0.4,1500,161,-0.0189873417721519
100,0.4,2000,161,-0.0189873417721519
100,0.5,500,162,-0.02531645569620253
100,0.5,1000,156,0.012658227848101266
100,0.5,1500,161,-0.0189873417721519
100,0.5,2000,161,-0.0189873417721519
200,0.1,500,162,-0.02531645569620253
200,0.1,1000,165,-0.04430379746835443
200,0.1,1500,160,-0.012658227848101266
200,0.1,2000,164,-0.0379746835443038
200,0.2,500,160,-0.012658227848101266
200,0.2,1000,164,-0.0379746835443038
200,0.2,1500,161,-0.0189873417721519
200,0.2,2000,164,-0.0379746835443038
200,0.3,500,165,-0.04430379746835443
200,0.3,1000,161,-0.0189873417721519
200,0.3,1500,161,-0.0189873417721519
200,0.3,2000,162,-0.02531645569620253
200,0.4,500,161,-0.0189873417721519
200,0.4,1000,161,-0.0189873417721519
200,0.4,1500,162,-0.02531645569620253
200,0.4,2000,161,-0.0189873417721519
200,0.5,500,161,-0.0189873417721519
200,0.5,1000,161,-0.0189873417721519
200,0.5,1500,159,-0.006329113924050633
200,0.5,2000,161,-0.0189873417721519
300,0.1,500,165,-0.04430379746835443
300,0.1,1000,166,-0.05063291139240506
300,0.1,1500,164,-0.0379746835443038
300,0.1,2000,163,-0.03164556962025317
300,0.2,500,164,-0.0379746835443038
300,0.2,1000,161,-0.0189873417721519
300,0.2,1500,163,-0.03164556962025317
300,0.2,2000,162,-0.02531645569620253
300,0.3,500,166,-0.05063291139240506
300,0.3,1000,161,-0.0189873417721519
300,0.3,1500,164,-0.0379746835443038
300,0.3,2000,161,-0.0189873417721519
300,0.4,500,164,-0.0379746835443038
300,0.4,1000,161,-0.0189873417721519
300,0.4,1500,161,-0.0189873417721519
300,0.4,2000,161,-0.0189873417721519
300,0.5,500,161,-0.0189873417721519
300,0.5,1000,161,-0.0189873417721519
300,0.5,1500,161,-0.0189873417721519
300,0.5,2000,161,-0.0189873417721519
50,0.1,500,140,0.0
50,0.1,1000,147,-0.05
50,0.1,1500,144,-0.02857142857142857
50,0.1,2000,145,-0.03571428571428571
50,0.2,500,140,0.0
50,0.2,1000,147,-0.05
50,0.2,1500,146,-0.04285714285714286
50,0.2,2000,140,0.0
50,0.3,500,140,0.0
50,0.3,1000,143,-0.02142857142857143
50,0.3,1500,140,0.0
50,0.3,2000,143,-0.02142857142857143
50,0.4,500,140,0.0
50,0.4,1000,140,0.0
50,0.4,1500,142,-0.014285714285714285
50,0.4,2000,140,0.0
50,0.5,500,141,-0.007142857142857143
50,0.5,1000,140,0.0
50,0.5,1500,140,0.0
50,0.5,2000,140,0.0
100,0.1,500,142,-0.014285714285714285
100,0.1,1000,147,-0.05
100,0.1,1500,147,-0.05
100,0.1,2000,143,-0.02142857142857143
100,0.2,500,143,-0.02142857142857143
100,0.2,1000,141,-0.007142857142857143
100,0.2,1500,146,-0.04285714285714286
100,0.2,2000,142,-0.014285714285714285
100,0.3,500,145,-0.03571428571428571
100,0.3,1000,140,0.0
100,0.3,1500,140,0.0
100,0.3,2000,140,0.0
100,0.4,500,140,0.0
100,0.4,1000,140,0.0
100,0.4,1500,140,0.0
100,0.4,2000,140,0.0
100,0.5,500,140,0.0
100,0.5,1000,140,0.0
100,0.5,1500,140,0.0
100,0.5,2000,140,0.0
200,0.1,500,144,-0.02857142857142857
200,0.1,1000,140,0.0
200,0.1,1500,143,-0.02142857142857143
200,0.1,2000,141,-0.007142857142857143
200,0.2,500,143,-0.02142857142857143
200,0.2,1000,141,-0.007142857142857143
200,0.2,1500,140,0.0
200,0.2,2000,140,0.0
200,0.3,500,142,-0.014285714285714285
200,0.3,1000,140,0.0
200,0.3,1500,140,0.0
200,0.3,2000,140,0.0
200,0.4,500,140,0.0
200,0.4,1000,140,0.0
200,0.4,1500,140,0.0
200,0.4,2000,140,0.0
200,0.5,500,140,0.0
200,0.5,1000,140,0.0
200,0.5,1500,140,0.0
200,0.5,2000,140,0.0
300,0.1,500,141,-0.007142857142857143
300,0.1,1000,140,0.0
300,0.1,1500,140,0.0
300,0.1,2000,140,0.0
300,0.2,500,140,0.0
300,0.2,1000,140,0.0
300,0.2,1500,141,-0.007142857142857143
300,0.2,2000,140,0.0
300,0.3,500,140,0.0
300,0.3,1000,140,0.0
300,0.3,1500,140,0.0
300,0.3,2000,140,0.0
300,0.4,500,140,0.0
300,0.4,1000,140,0.0
300,0.4,1500,140,0.0
300,0.4,2000,140,0.0
300,0.5,500,140,0.0
300,0.5,1000,140,0.0
300,0.5,1500,140,0.0
300,0.5,2000,140,0.0
50,0.1,500,155,-0.040268456375838924
50,0.1,1000,155,-0.040268456375838924
50,0.1,1500,160,-0.0738255033557047
50,0.1,2000,156,-0.04697986577181208
50,0.2,500,155,-0.040268456375838924
50,0.2,1000,155,-0.040268456375838924
50,0.2,1500,157,-0.053691275167785234
50,0.2,2000,152,-0.020134228187919462
50,0.3,500,153,-0.026845637583892617
50,0.3,1000,152,-0.020134228187919462
50,0.3,1500,155,-0.040268456375838924
50,0.3,2000,152,-0.020134228187919462
50,0.4,500,152,-0.020134228187919462
50,0.4,1000,154,-0.03355704697986577
50,0.4,1500,152,-0.020134228187919462
50,0.4,2000,152,-0.020134228187919462
50,0.5,500,153,-0.026845637583892617
50,0.5,1000,152,-0.020134228187919462
50,0.5,1500,152,-0.020134228187919462
50,0.5,2000,152,-0.020134228187919462
100,0.1,500,158,-0.06040268456375839
100,0.1,1000,155,-0.040268456375838924
100,0.1,1500,152,-0.020134228187919462
100,0.1,2000,157,-0.053691275167785234
100,0.2,500,155,-0.040268456375838924
100,0.2,1000,153,-0.026845637583892617
100,0.2,1500,157,-0.053691275167785234
100,0.2,2000,152,-0.020134228187919462
100,0.3,500,155,-0.040268456375838924
100,0.3,1000,155,-0.040268456375838924
100,0.3,1500,152,-0.020134228187919462
100,0.3,2000,152,-0.020134228187919462
100,0.4,500,152,-0.020134228187919462
100,0.4,1000,153,-0.026845637583892617
100,0.4,1500,152,-0.020134228187919462
100,0.4,2000,152,-0.020134228187919462
100,0.5,500,152,-0.020134228187919462
100,0.5,1000,153,-0.026845637583892617
100,0.5,1500,152,-0.020134228187919462
100,0.5,2000,152,-0.020134228187919462
200,0.1,500,152,-0.020134228187919462
200,0.1,1000,156,-0.04697986577181208
200,0.1,1500,153,-0.026845637583892617
200,0.1,2000,154,-0.03355704697986577
200,0.2,500,156,-0.04697986577181208
200,0.2,1000,155,-0.040268456375838924
200,0.2,1500,152,-0.020134228187919462
200,0.2,2000,153,-0.026845637583892617
200,0.3,500,153,-0.026845637583892617
200,0.3,1000,153,-0.026845637583892617
200,0.3,1500,152,-0.020134228187919462
200,0.3,2000,152,-0.020134228187919462
200,0.4,500,153,-0.026845637583892617
200,0.4,1000,152,-0.020134228187919462
200,0.4,1500,152,-0.020134228187919462
200,0.4,2000,152,-0.020134228187919462
200,0.5,500,152,-0.020134228187919462
200,0.5,1000,152,-0.020134228187919462
200,0.5,1500,152,-0.020134228187919462
200,0.5,2000,152,-0.020134228187919462
300,0.1,500,153,-0.026845637583892617
300,0.1,1000,153,-0.026845637583892617
300,0.1,1500,152,-0.020134228187919462
300,0.1,2000,155,-0.040268456375838924
300,0.2,500,155,-0.040268456375838924
300,0.2,1000,152,-0.020134228187919462
300,0.2,1500,152,-0.020134228187919462
300,0.2,2000,152,-0.020134228187919462
300,0.3,500,152,-0.020134228187919462
300,0.3,1000,153,-0.026845637583892617
300,0.3,1500,152,-0.020134228187919462
300,0.3,2000,152,-0.020134228187919462
300,0.4,500,152,-0.020134228187919462
300,0.4,1000,152,-0.020134228187919462
300,0.4,1500,152,-0.020134228187919462
300,0.4,2000,152,-0.020134228187919462
300,0.5,500,152,-0.020134228187919462
300,0.5,1000,152,-0.020134228187919462
300,0.5,1500,152,-0.020134228187919462
300,0.5,2000,152,-0.020134228187919462
50,0.1,500,166,-0.012195121951219513
50,0.1,1000,166,-0.012195121951219513
50,0.1,1500,164,0.0
50,0.1,2000,170,-0.036585365853658534
50,0.2,500,166,-0.012195121951219513
50,0.2,1000,170,-0.036585365853658534
50,0.2,1500,165,-0.006097560975609756
50,0.2,2000,168,-0.024390243902439025
50,0.3,500,166,-0.012195121951219513
50,0.3,1000,164,0.0
50,0.3,1500,166,-0.012195121951219513
50,0.3,2000,166,-0.012195121951219513
50,0.4,500,167,-0.018292682926829267
50,0.4,1000,164,0.0
50,0.4,1500,165,-0.006097560975609756
50,0.4,2000,166,-0.012195121951219513
50,0.5,500,164,0.0
50,0.5,1000,165,-0.006097560975609756
50,0.5,1500,164,0.0
50,0.5,2000,164,0.0
100,0.1,500,165,-0.006097560975609756
100,0.1,1000,166,-0.012195121951219513
100,0.1,1500,166,-0.012195121951219513
100,0.1,2000,166,-0.012195121951219513
100,0.2,500,166,-0.012195121951219513
100,0.2,1000,165,-0.006097560975609756
100,0.2,1500,164,0.0
100,0.2,2000,164,0.0
100,0.3,500,167,-0.018292682926829267
100,0.3,1000,164,0.0
100,0.3,1500,166,-0.012195121951219513
100,0.3,2000,164,0.0
100,0.4,500,164,0.0
100,0.4,1000,164,0.0
100,0.4,1500,164,0.0
100,0.4,2000,164,0.0
100,0.5,500,164,0.0
100,0.5,1000,164,0.0
100,0.5,1500,164,0.0
100,0.5,2000,164,0.0
200,0.1,500,170,-0.036585365853658534
200,0.1,1000,166,-0.012195121951219513
200,0.1,1500,168,-0.024390243902439025
200,0.1,2000,167,-0.018292682926829267
200,0.2,500,166,-0.012195121951219513
200,0.2,1000,164,0.0
200,0.2,1500,164,0.0
200,0.2,2000,164,0.0
200,0.3,500,166,-0.012195121951219513
200,0.3,1000,165,-0.006097560975609756
200,0.3,1500,164,0.0
200,0.3,2000,166,-0.012195121951219513
200,0.4,500,165,-0.006097560975609756
200,0.4,1000,166,-0.012195121951219513
200,0.4,1500,164,0.0
200,0.4,2000,164,0.0
200,0.5,500,164,0.0
200,0.5,1000,164,0.0
200,0.5,1500,164,0.0
200,0.5,2000,164,0.0
300,0.1,500,168,-0.024390243902439025
300,0.1,1000,164,0.0
300,0.1,1500,166,-0.012195121951219513
300,0.1,2000,165,-0.006097560975609756
300,0.2,500,164,0.0
300,0.2,1000,166,-0.012195121951219513
300,0.2,1500,164,0.0
300,0.2,2000,164,0.0
300,0.3,500,166,-0.012195121951219513
300,0.3,1000,166,-0.012195121951219513
300,0.3,1500,164,0.0
300,0.3,2000,164,0.0
300,0.4,500,166,-0.012195121951219513
300,0.4,1000,164,0.0
300,0.4,1500,165,-0.006097560975609756
300,0.4,2000,164,0.0
300,0.5,500,164,0.0
300,0.5,1000,164,0.0
300,0.5,1500,164,0.0
300,0.5,2000,164,0.0
50,0.1,500,171,0.0
50,0.1,1000,171,0.0
50,0.1,1500,171,0.0
50,0.1,2000,171,0.0
50,0.2,500,171,0.0
50,0.2,1000,171,0.0
50,0.2,1500,171,0.0
50,0.2,2000,171,0.0
50,0.3,500,171,0.0
50,0.3,1000,171,0.0
50,0.3,1500,171,0.0
50,0.3,2000,171,0.0
50,0.4,500,171,0.0
50,0.4,1000,171,0.0
50,0.4,1500,171,0.0
50,0.4,2000,171,0.0
50,0.5,500,171,0.0
50,0.5,1000,171,0.0
50,0.5,1500,171,0.0
50,0.5,2000,171,0.0
100,0.1,500,171,0.0
100,0.1,1000,171,0.0
100,0.1,1500,171,0.0
100,0.1,2000,171,0.0
100,0.2,500,171,0.0
100,0.2,1000,171,0.0
100,0.2,1500,171,0.0
100,0.2,2000,171,0.0
100,0.3,500,171,0.0
100,0.3,1000,171,0.0
100,0.3,1500,171,0.0
100,0.3,2000,171,0.0
100,0.4,500,171,0.0
100,0.4,1000,171,0.0
100,0.4,1500,171,0.0
100,0.4,2000,171,0.0
100,0.5,500,171,0.0
100,0.5,1000,171,0.0
100,0.5,1500,171,0.0
100,0.5,2000,171,0.0
200,0.1,500,171,0.0
200,0.1,1000,171,0.0
200,0.1,1500,171,0.0
200,0.1,2000,171,0.0
200,0.2,500,171,0.0
200,0.2,1000,171,0.0
200,0.2,1500,171,0.0
200,0.2,2000,171,0.0
200,0.3,500,171,0.0
200,0.3,1000,171,0.0
200,0.3,1500,171,0.0
200,0.3,2000,171,0.0
200,0.4,500,171,0.0
200,0.4,1000,171,0.0
200,0.4,1500,171,0.0
200,0.4,2000,171,0.0
200,0.5,500,171,0.0
200,0.5,1000,171,0.0
200,0.5,1500,171,0.0
200,0.5,2000,171,0.0
300,0.1,500,171,0.0
300,0.1,1000,171,0.0
300,0.1,1500,171,0.0
300,0.1,2000,171,0.0
300,0.2,500,171,0.0
300,0.2,1000,171,0.0
300,0.2,1500,171,0.0
300,0.2,2000,171,0.0
300,0.3,500,171,0.0
300,0.3,1000,171,0.0
300,0.3,1500,171,0.0
300,0.3,2000,171,0.0
300,0.4,500,171,0.0
300,0.4,1000,171,0.0
300,0.4,1500,171,0.0
300,0.4,2000,171,0.0
300,0.5,500,171,0.0
300,0.5,1000,171,0.0
300,0.5,1500,171,0.0
300,0.5,2000,171,0.0
50,0.1,500,164,-0.05128205128205128
50,0.1,1000,162,-0.038461538461538464
50,0.1,1500,159,-0.019230769230769232
50,0.1,2000,163,-0.04487179487179487
50,0.2,500,164,-0.05128205128205128
50,0.2,1000,162,-0.038461538461538464
50,0.2,1500,164,-0.05128205128205128
50,0.2,2000,161,-0.03205128205128205
50,0.3,500,160,-0.02564102564102564
50,0.3,1000,163,-0.04487179487179487
50,0.3,1500,164,-0.05128205128205128
50,0.3,2000,160,-0.02564102564102564
50,0.4,500,160,-0.02564102564102564
50,0.4,1000,157,-0.00641025641025641
50,0.4,1500,157,-0.00641025641025641
50,0.4,2000,157,-0.00641025641025641
50,0.5,500,160,-0.02564102564102564
50,0.5,1000,160,-0.02564102564102564
50,0.5,1500,160,-0.02564102564102564
50,0.5,2000,160,-0.02564102564102564
100,0.1,500,159,-0.019230769230769232
100,0.1,1000,160,-0.02564102564102564
100,0.1,1500,161,-0.03205128205128205
100,0.1,2000,163,-0.04487179487179487
100,0.2,500,163,-0.04487179487179487
100,0.2,1000,158,-0.01282051282051282
100,0.2,1500,159,-0.019230769230769232
100,0.2,2000,157,-0.00641025641025641
100,0.3,500,159,-0.019230769230769232
100,0.3,1000,160,-0.02564102564102564
100,0.3,1500,159,-0.019230769230769232
100,0.3,2000,162,-0.038461538461538464
100,0.4,500,157,-0.00641025641025641
100,0.4,1000,157,-0.00641025641025641
100,0.4,1500,157,-0.00641025641025641
100,0.4,2000,156,0.0
100,0.5,500,157,-0.00641025641025641
100,0.5,1000,157,-0.00641025641025641
100,0.5,1500,157,-0.00641025641025641
100,0.5,2000,157,-0.00641025641025641
200,0.1,500,162,-0.038461538461538464
200,0.1,1000,156,0.0
200,0.1,1500,159,-0.019230769230769232
200,0.1,2000,161,-0.03205128205128205
200,0.2,500,157,-0.00641025641025641
200,0.2,1000,157,-0.00641025641025641
200,0.2,1500,157,-0.00641025641025641
200,0.2,2000,160,-0.02564102564102564
200,0.3,500,159,-0.019230769230769232
200,0.3,1000,157,-0.00641025641025641
200,0.3,1500,159,-0.019230769230769232
200,0.3,2000,157,-0.00641025641025641
200,0.4,500,160,-0.02564102564102564
200,0.4,1000,159,-0.019230769230769232
200,0.4,1500,157,-0.00641025641025641
200,0.4,2000,157,-0.00641025641025641
200,0.5,500,157,-0.00641025641025641
200,0.5,1000,158,-0.01282051282051282
200,0.5,1500,157,-0.00641025641025641
200,0.5,2000,157,-0.00641025641025641
300,0.1,500,159,-0.019230769230769232
300,0.1,1000,159,-0.019230769230769232
300,0.1,1500,159,-0.019230769230769232
300,0.1,2000,157,-0.00641025641025641
300,0.2,500,160,-0.02564102564102564
300,0.2,1000,160,-0.02564102564102564
300,0.2,1500,160,-0.02564102564102564
300,0.2,2000,158,-0.01282051282051282
300,0.3,500,159,-0.019230769230769232
300,0.3,1000,159,-0.019230769230769232
300,0.3,1500,157,-0.00641025641025641
300,0.3,2000,157,-0.00641025641025641
300,0.4,500,157,-0.00641025641025641
300,0.4,1000,157,-0.00641025641025641
300,0.4,1500,157,-0.00641025641025641
300,0.4,2000,157,-0.00641025641025641
300,0.5,500,157,-0.00641025641025641
300,0.5,1000,157,-0.00641025641025641
300,0.5,1500,157,-0.00641025641025641
300,0.5,2000,157,-0.00641025641025641
50,0.1,500,183,0.0
50,0.1,1000,183,0.0
50,0.1,1500,183,0.0
50,0.1,2000,183,0.0
50,0.2,500,183,0.0
50,0.2,1000,183,0.0
50,0.2,1500,183,0.0
50,0.2,2000,183,0.0
50,0.3,500,183,0.0
50,0.3,1000,183,0.0
50,0.3,1500,183,0.0
50,0.3,2000,183,0.0
50,0.4,500,183,0.0
50,0.4,1000,183,0.0
50,0.4,1500,183,0.0
50,0.4,2000,183,0.0
50,0.5,500,183,0.0
50,0.5,1000,183,0.0
50,0.5,1500,183,0.0
50,0.5,2000,183,0.0
100,0.1,500,183,0.0
100,0.1,1000,183,0.0
100,0.1,1500,183,0.0
100,0.1,2000,183,0.0
100,0.2,500,183,0.0
100,0.2,1000,183,0.0
100,0.2,1500,183,0.0
100,0.2,2000,183,0.0
100,0.3,500,183,0.0
100,0.3,1000,183,0.0
100,0.3,1500,183,0.0
100,0.3,2000,183,0.0
100,0.4,500,183,0.0
100,0.4,1000,183,0.0
100,0.4,1500,183,0.0
100,0.4,2000,183,0.0
100,0.5,500,183,0.0
100,0.5,1000,183,0.0
100,0.5,1500,183,0.0
100,0.5,2000,183,0.0
200,0.1,500,183,0.0
200,0.1,1000,183,0.0
200,0.1,1500,183,0.0
200,0.1,2000,183,0.0
200,0.2,500,183,0.0
200,0.2,1000,183,0.0
200,0.2,1500,183,0.0
200,0.2,2000,183,0.0
200,0.3,500,183,0.0
200,0.3,1000,183,0.0
200,0.3,1500,183,0.0
200,0.3,2000,183,0.0
200,0.4,500,183,0.0
200,0.4,1000,183,0.0
200,0.4,1500,183,0.0
200,0.4,2000,183,0.0
200,0.5,500,183,0.0
200,0.5,1000,183,0.0
200,0.5,1500,183,0.0
200,0.5,2000,183,0.0
300,0.1,500,183,0.0
300,0.1,1000,183,0.0
300,0.1,1500,183,0.0
300,0.1,2000,183,0.0
300,0.2,500,183,0.0
300,0.2,1000,183,0.0
300,0.2,1500,183,0.0
300,0.2,2000,183,0.0
300,0.3,500,183,0.0
300,0.3,1000,183,0.0
300,0.3,1500,183,0.0
300,0.3,2000,183,0.0
300,0.4,500,183,0.0
300,0.4,1000,183,0.0
300,0.4,1500,183,0.0
300,0.4,2000,183,0.0
300,0.5,500,183,0.0
300,0.5,1000,183,0.0
300,0.5,1500,183,0.0
300,0.5,2000,183,0.0
50,0.1,500,157,-0.060810810810810814
50,0.1,1000,156,-0.05405405405405406
50,0.1,1500,157,-0.060810810810810814
50,0.1,2000,157,-0.060810810810810814
50,0.2,500,157,-0.060810810810810814
50,0.2,1000,157,-0.060810810810810814
50,0.2,1500,157,-0.060810810810810814
50,0.2,2000,156,-0.05405405405405406
50,0.3,500,156,-0.05405405405405406
50,0.3,1000,156,-0.05405405405405406
50,0.3,1500,154,-0.04054054054054054
50,0.3,2000,156,-0.05405405405405406
50,0.4,500,156,-0.05405405405405406
50,0.4,1000,156,-0.05405405405405406
50,0.4,1500,154,-0.04054054054054054
50,0.4,2000,154,-0.04054054054054054
50,0.5,500,156,-0.05405405405405406
50,0.5,1000,154,-0.04054054054054054
50,0.5,1500,154,-0.04054054054054054
50,0.5,2000,154,-0.04054054054054054
100,0.1,500,157,-0.060810810810810814
100,0.1,1000,157,-0.060810810810810814
100,0.1,1500,155,-0.0472972972972973
100,0.1,2000,157,-0.060810810810810814
100,0.2,500,152,-0.02702702702702703
100,0.2,1000,156,-0.05405405405405406
100,0.2,1500,157,-0.060810810810810814
100,0.2,2000,156,-0.05405405405405406
100,0.3,500,154,-0.04054054054054054
100,0.3,1000,156,-0.05405405405405406
100,0.3,1500,156,-0.05405405405405406
100,0.3,2000,156,-0.05405405405405406
100,0.4,500,154,-0.04054054054054054
100,0.4,1000,154,-0.04054054054054054
100,0.4,1500,154,-0.04054054054054054
100,0.4,2000,154,-0.04054054054054054
100,0.5,500,154,-0.04054054054054054
100,0.5,1000,154,-0.04054054054054054
100,0.5,1500,154,-0.04054054054054054
100,0.5,2000,154,-0.04054054054054054
200,0.1,500,156,-0.05405405405405406
200,0.1,1000,157,-0.060810810810810814
200,0.1,1500,156,-0.05405405405405406
200,0.1,2000,154,-0.04054054054054054
200,0.2,500,157,-0.060810810810810814
200,0.2,1000,157,-0.060810810810810814
200,0.2,1500,157,-0.060810810810810814
200,0.2,2000,154,-0.04054054054054054
200,0.3,500,156,-0.05405405405405406
200,0.3,1000,154,-0.04054054054054054
200,0.3,1500,156,-0.05405405405405406
200,0.3,2000,154,-0.04054054054054054
200,0.4,500,154,-0.04054054054054054
200,0.4,1000,154,-0.04054054054054054
200,0.4,1500,154,-0.04054054054054054
200,0.4,2000,154,-0.04054054054054054
200,0.5,500,154,-0.04054054054054054
200,0.5,1000,154,-0.04054054054054054
200,0.5,1500,154,-0.04054054054054054
200,0.5,2000,154,-0.04054054054054054
300,0.1,500,155,-0.0472972972972973
300,0.1,1000,153,-0.033783783783783786
300,0.1,1500,156,-0.05405405405405406
300,0.1,2000,156,-0.05405405405405406
300,0.2,500,157,-0.060810810810810814
300,0.2,1000,156,-0.05405405405405406
300,0.2,1500,156,-0.05405405405405406
300,0.2,2000,154,-0.04054054054054054
300,0.3,500,156,-0.05405405405405406
300,0.3,1000,156,-0.05405405405405406
300,0.3,1500,154,-0.04054054054054054
300,0.3,2000,154,-0.04054054054054054
300,0.4,500,156,-0.05405405405405406
300,0.4,1000,154,-0.04054054054054054
300,0.4,1500,154,-0.04054054054054054
300,0.4,2000,154,-0.04054054054054054
300,0.5,500,154,-0.04054054054054054
300,0.5,1000,154,-0.04054054054054054
300,0.5,1500,153,-0.033783783783783786
300,0.5,2000,154,-0.04054054054054054
50,0.1,500,153,-0.033783783783783786
50,0.1,1000,151,-0.02027027027027027
50,0.1,1500,153,-0.033783783783783786
50,0.1,2000,153,-0.033783783783783786
50,0.2,500,152,-0.02702702702702703
50,0.2,1000,150,-0.013513513513513514
50,0.2,1500,149,-0.006756756756756757
50,0.2,2000,150,-0.013513513513513514
50,0.3,500,151,-0.02027027027027027
50,0.3,1000,149,-0.006756756756756757
50,0.3,1500,149,-0.006756756756756757
50,0.3,2000,149,-0.006756756756756757
50,0.4,500,148,0.0
50,0.4,1000,149,-0.006756756756756757
50,0.4,1500,148,0.0
50,0.4,2000,149,-0.006756756756756757
50,0.5,500,149,-0.006756756756756757
50,0.5,1000,149,-0.006756756756756757
50,0.5,1500,149,-0.006756756756756757
50,0.5,2000,148,0.0
100,0.1,500,151,-0.02027027027027027
100,0.1,1000,151,-0.02027027027027027
100,0.1,1500,149,-0.006756756756756757
100,0.1,2000,150,-0.013513513513513514
100,0.2,500,148,0.0
100,0.2,1000,149,-0.006756756756756757
100,0.2,1500,150,-0.013513513513513514
100,0.2,2000,149,-0.006756756756756757
100,0.3,500,149,-0.006756756756756757
